,ANIO,PROVINCIA,Hidroelectrica,Termica,Eolica,Fotovoltaica,Nuclear,Total
1019,2009,GIRONA,314190,183660,1180,37948,0,536978
1020,2009,LLEIDA,3813460,438524,536000,149510,0,4937494
1021,2009,TARRAGONA,667724,5081724,877700,60632,6293680,12981460
1022,2009,CEUTA,0,72800,0,0,0,72800
1023,2009,BADAJOZ,287988,17429,0,256176,0,561593
1024,2009,CACERES,3851408,0,0,295266,3914000,8060674
1025,2009,LA CORUÑA,892872,8495502,2929410,3328,0,12321112
1026,2009,LUGO,1169670,62500,4381860,5362,0,5619392
1027,2009,ORENSE,4294462,58580,664960,2678,0,5020680
1028,2009,PONTEVEDRA,380328,143370,1194688,6844,0,1725230
1029,2009,LA RIOJA,92278,1576150,1011540,156656,0,2836624
1030,2009,MADRID,198582,476508,0,51884,0,726974
1031,2009,MELILLA,0,168800,0,220,0,169020
1032,2009,MURCIA,80980,8061272,328964,597762,0,9068978
1033,2009,NAVARRA,322312,2644804,2109640,251984,0,5328740
1034,2009,ALAVA,59608,83225,150635,9438,0,302906
1035,2009,GUIPUZCOA,46946,792986,76000,8184,0,924116
1036,2009,VIZCAYA,185384,6452514,50500,7074,0,6695472
1037,2009,ALICANTE,2326,60847,0,95540,0,158713
1038,2009,CASTELLON,98900,4036696,2299200,77282,0,6512078
1039,2009,VALENCIA,2629284,2878682,973960,181668,2190000,8853594
1040,2010,ALMERIA,368,1187960,435050,71233,0,1694611
1041,2010,CADIZ,33012,9454742,2466014,111258,0,12065026
1042,2010,CORDOBA,234472,906064,0,330104,0,1470640
1043,2010,GRANADA,366354,237920,786000,163084,0,1553358
1044,2010,HUELVA,10000,4556714,680100,118782,0,5365596
1045,2010,JAEN,365882,410328,60360,158396,0,994966
1046,2010,MALAGA,973590,959558,908200,85016,0,2926364
1047,2010,SEVILLA,908098,161338,258760,348562,0,1676758
1048,2010,HUESCA,2215858,310908,492970,55682,0,3075418
1049,2010,TERUEL,50608,4192968,322360,49634,0,4615570
1050,2010,ZARAGOZA,798588,3113376,2608700,164736,0,6685400
1051,2010,ASTURIAS,1547796,7336982,1124600,1240,0,10010618
1052,2010,BALEARES,0,2269219,6676,56906,0,2332801
1053,2010,LAS PALMAS,0,3087780,318150,73082,0,3479012
1054,2010,S.C.TENERIFE,1600,2524530,100050,179354,0,2805534
1055,2010,CANTABRIA,914056,496968,86140,3692,0,1500856
1056,2010,AVILA,81331,0,211730,54786,0,347847
1057,2010,BURGOS,44297,193680,1461882,24212,466000,2190071
1058,2010,LEON,895128,4616488,910500,65756,0,6487872
1059,2010,PALENCIA,152738,1162280,1167360,47688,0,2530066
1060,2010,SALAMANCA,5027564,57434,86280,107614,0,5278892
1061,2010,SEGOVIA,23250,76110,233040,46304,0,378704
1062,2010,SORIA,37286,180660,2032540,37300,0,2287786
1063,2010,VALLADOLID,51828,204330,176250,180740,0,613148
1064,2010,ZAMORA,1784796,51920,1081820,137700,0,3056236
1065,2010,ALBACETE,87728,50230,2131990,283845,0,2553793
1066,2010,CIUDAD REAL,101556,1402942,404000,342098,0,2250596
1067,2010,CUENCA,321410,126360,1652200,444626,0,2544596
1068,2010,GUADALAJARA,624238,64026,1267960,50276,2132000,4138500
1069,2010,TOLEDO,559068,2366684,167014,303564,0,3396330
1070,2010,BARCELONA,124951,4398875,219000,70259,0,4813085
1071,2010,GIRONA,306454,185650,1180,41198,0,534482
1072,2010,LLEIDA,3801122,438524,391800,141760,0,4773206
1073,2010,TARRAGONA,667724,4306618,1094120,60452,6293680,12422594
1074,2010,CEUTA,0,72800,0,0,0,72800
1075,2010,BADAJOZ,437788,21254,0,302030,0,761072
1076,2010,CACERES,3851408,0,0,332192,3914000,8097600
1077,2010,LA CORUÑA,779518,8505194,2567550,3014,0,11855276
1078,2010,LUGO,1170878,62500,2985240,5942,0,4224560
1079,2010,ORENSE,4278364,58580,681960,3334,0,5022238
1080,2010,PONTEVEDRA,388888,143370,909544,7694,0,1449496
1081,2010,LA RIOJA,91492,1582782,901160,158462,0,2733896
1082,2010,MADRID,1118390,542816,0,71652,0,1732858
1083,2010,MELILLA,0,168800,0,114,0,168914
1084,2010,MURCIA,80980,7999500,409772,679830,0,9170082
1085,2010,NAVARRA,333084,2686082,2005974,270720,0,5295860
1086,2010,ALAVA,61812,69845,150630,10116,0,292403
1087,2010,GUIPUZCOA,47856,784874,76000,9732,0,918462
1088,2010,VIZCAYA,185384,6524286,169000,8222,0,6886892
1089,2010,ALICANTE,2326,59173,0,109088,0,170587
1090,2010,CASTELLON,98900,4002182,1256600,82732,0,5440414
1091,2010,VALENCIA,2460224,2880304,800880,225962,2184040,8551410
1092,2011,ALMERIA,0,1187900,386300,5547,0,1579747
1093,2011,CADIZ,223698,9607340,2169274,123800,0,12124112
1094,2011,CORDOBA,280672,872584,0,222958,0,1376214
1095,2011,GRANADA,416194,242718,772400,97225,0,1528537
1096,2011,HUELVA,9743,4509854,895000,72069,0,5486666
1097,2011,JAEN,353110,453808,60360,91002,0,958280
1098,2011,MALAGA,1017330,1014318,1302850,77000,0,3411498
1099,2011,SEVILLA,1073402,153136,288660,213704,0,1728902
1100,2011,HUESCA,2216585,310198,669435,32117,0,3228335
1101,2011,TERUEL,49808,4189624,294630,26168,0,4560230
1102,2011,ZARAGOZA,793088,3071856,2867765,92280,0,6824989
1103,2011,ASTURIAS,1228463,7281018,1176900,1543,0,9687924
1104,2011,BALEARES,0,906349,6200,1493,0,914042
1105,2011,LAS PALMAS,0,3087780,241465,47344,0,3376589
1106,2011,S.C.TENERIFE,1600,2682770,68810,113687,0,2866867
1107,2011,CANTABRIA,917442,616324,86140,4000,0,1623906
1108,2011,AVILA,85223,0,268850,6977,0,361050
1109,2011,BURGOS,44073,186824,1750832,5662,460000,2447391
1110,2011,LEON,927191,4559188,1156000,42086,0,6684465
1111,2011,PALENCIA,152738,1162380,1479160,31970,0,2826248
1112,2011,SALAMANCA,5027560,55576,112090,76910,0,5272136
1113,2011,SEGOVIA,21128,75966,233040,25631,0,355765
1114,2011,SORIA,37032,172692,2070500,29188,0,2309412
1115,2011,VALLADOLID,50281,206984,176250,132335,0,565850
1116,2011,ZAMORA,1783124,51640,953770,99267,0,2887801
1117,2011,ALBACETE,85628,51230,2172070,63881,0,2372809
1118,2011,CIUDAD REAL,150278,1403382,440000,187147,0,2180807
1119,2011,CUENCA,324583,127360,1654300,273487,0,2379730
1120,2011,GUADALAJARA,612340,64026,1571532,35267,2132000,4415165
1121,2011,TOLEDO,554678,2379230,213957,193088,0,3340953
1122,2011,BARCELONA,120113,4776812,153590,12125,0,5062640
1123,2011,GIRONA,304503,224450,1180,24742,0,554875
1124,2011,LLEIDA,3497644,437660,375900,91030,0,4402234
1125,2011,TARRAGONA,664784,5981410,1217850,48459,6010840,13923343
1126,2011,CEUTA,0,194720,0,0,0,194720
1127,2011,BADAJOZ,387028,21254,0,20523,0,428805
1128,2011,CACERES,3951408,0,0,247155,3914000,8112563
1129,2011,LA CORUÑA,813065,8474938,3092020,3507,0,12383530
1130,2011,LUGO,1072869,62500,3014600,5039,0,4155008
1131,2011,ORENSE,4233696,66456,681860,2667,0,4984679
1132,2011,PONTEVEDRA,409855,138798,1092862,4983,0,1646498
1133,2011,LA RIOJA,95523,3103070,743528,93059,0,4035180
1134,2011,MADRID,658447,557558,0,60865,0,1276870
1135,2011,MELILLA,0,168400,0,220,0,168620
1136,2011,MURCIA,79885,8707385,365925,469052,0,9622247
1137,2011,NAVARRA,344231,2754012,1922857,208384,0,5229484
1138,2011,ALAVA,43348,70504,182930,3025,0,299807
1139,2011,GUIPUZCOA,45838,773268,76000,6927,0,902033
1140,2011,VIZCAYA,184454,6505715,187250,6292,0,6883711
1141,2011,ALICANTE,2326,57406,0,46299,0,106031
1142,2011,CASTELLON,98900,3997870,1549850,55410,0,5702030
1143,2011,VALENCIA,2413024,2844718,917180,156986,2184040,8515948
